,cash,dates
1470,176960.32766084556,2019-03-21
1471,176960.32766084556,2019-03-22
1472,176960.32766084556,2019-03-25
1473,176960.32766084556,2019-03-26
1474,176960.32766084556,2019-03-27
1475,176960.32766084556,2019-03-28
1476,176960.32766084556,2019-03-29
1477,176960.32766084556,2019-04-01
1478,176960.32766084556,2019-04-02
1479,176960.32766084556,2019-04-03
1480,176960.32766084556,2019-04-04
1481,176960.32766084556,2019-04-05
1482,176960.32766084556,2019-04-08
1483,176960.32766084556,2019-04-09
1484,176960.32766084556,2019-04-10
1485,176960.32766084556,2019-04-11
1486,176960.32766084556,2019-04-12
1487,176960.32766084556,2019-04-15
1488,176960.32766084556,2019-04-16
1489,175517.351194525,2019-04-17
1490,175517.351194525,2019-04-18
1491,177238.20238580846,2019-04-22
1492,177238.20238580846,2019-04-22
1493,177238.20238580846,2019-04-23
1494,177238.20238580846,2019-04-24
1495,177238.20238580846,2019-04-25
1496,177238.20238580846,2019-04-26
1497,177238.20238580846,2019-04-29
1498,177238.20238580846,2019-04-30
1499,177238.20238580846,2019-05-01
1500,177238.20238580846,2019-05-02
1501,177238.20238580846,2019-05-03
1502,177238.20238580846,2019-05-06
1503,177238.20238580846,2019-05-07
1504,177238.20238580846,2019-05-08
1505,175807.5656162908,2019-05-09
1506,175730.01464240978,2019-05-10
1507,177479.02527745283,2019-05-13
1508,177479.02527745283,2019-05-13
1509,176057.40204430095,2019-05-14
1510,177911.43194828433,2019-05-15
1511,177911.43194828433,2019-05-15
1512,176482.764818821,2019-05-16
1513,176482.764818821,2019-05-17
1514,176482.764818821,2019-05-20
1515,176482.764818821,2019-05-21
1516,176482.764818821,2019-05-22
1517,176482.764818821,2019-05-23
1518,176482.764818821,2019-05-24
1519,178673.2521489364,2019-05-28
1520,178673.2521489364,2019-05-28
1521,178673.2521489364,2019-05-29
1522,177122.36352065663,2019-05-30
1523,177122.36352065663,2019-05-31
1524,177122.36352065663,2019-06-03
1525,176713.99570696655,2019-06-04
1526,179004.88174038564,2019-06-05
1527,179004.88174038564,2019-06-05
1528,177608.85406684055,2019-06-06
1529,177608.85406684055,2019-06-07
1530,177600.51512949547,2019-06-10
1531,180187.20066581824,2019-06-11
1532,180187.20066581824,2019-06-11
1533,178025.42428700955,2019-06-12
1534,178403.85709520735,2019-06-13
1535,180379.447790978,2019-06-14
1536,180379.447790978,2019-06-14
1537,178461.14910759765,2019-06-17
1538,178011.21829593042,2019-06-18
1539,178011.21829593042,2019-06-19
1540,178566.57765003204,2019-06-20
1541,178405.34962828376,2019-06-21
1542,178405.34962828376,2019-06-24
1543,180505.22310772547,2019-06-25
1544,180505.22310772547,2019-06-25
1545,180505.22310772547,2019-06-26
1546,180505.22310772547,2019-06-27
1547,180505.22310772547,2019-06-28
1548,178735.61050908634,2019-07-01
1549,178735.61050908634,2019-07-02
1550,178735.61050908634,2019-07-03
1551,178735.61050908634,2019-07-05
1552,178735.61050908634,2019-07-08
1553,178735.61050908634,2019-07-09
1554,178735.61050908634,2019-07-10
1555,178575.0408649038,2019-07-11
1556,180583.5262330164,2019-07-12
1557,180583.5262330164,2019-07-12
1558,180583.5262330164,2019-07-15
1559,180583.5262330164,2019-07-16
1560,179143.97710868585,2019-07-17
1561,178965.2248656072,2019-07-18
1562,181147.93451045133,2019-07-19
1563,181147.93451045133,2019-07-19
1564,179662.84825717087,2019-07-22
1565,179662.84825717087,2019-07-23
1566,179662.84825717087,2019-07-24
1567,179662.84825717087,2019-07-25
1568,179662.84825717087,2019-07-26
1569,194390.07700717088,2019-07-29
1570,194390.07700717088,2019-07-29
1571,194390.07700717088,2019-07-30
1572,192898.68393690063,2019-07-31
1573,192898.68393690063,2019-08-01
1574,192898.68393690063,2019-08-02
1575,195508.0765299565,2019-08-05
1576,195508.0765299565,2019-08-05
1577,193947.53615143002,2019-08-06
1578,193947.53615143002,2019-08-07
1579,193721.17074896448,2019-08-08
1580,193611.93538563486,2019-08-09
1581,193611.93538563486,2019-08-12
1582,193611.93538563486,2019-08-13
1583,195472.75984684165,2019-08-14
1584,195472.75984684165,2019-08-14
1585,195472.75984684165,2019-08-15
1586,195472.75984684165,2019-08-16
1587,195472.75984684165,2019-08-19
1588,193910.55623752318,2019-08-20
1589,193910.55623752318,2019-08-21
1590,193910.55623752318,2019-08-22
1591,195686.8063280193,2019-08-23
1592,195686.8063280193,2019-08-23
1593,194216.42611590054,2019-08-26
1594,195819.60002576606,2019-08-27
1595,195819.60002576606,2019-08-27
1596,195819.60002576606,2019-08-28
1597,195819.60002576606,2019-08-29
1598,195819.60002576606,2019-08-30
1599,194269.29522563328,2019-09-03
1600,196605.3507760163,2019-09-04
1601,196605.3507760163,2019-09-04
1602,195468.95866172304,2019-09-05
1603,197761.01479305053,2019-09-06
1604,197761.01479305053,2019-09-06
1605,196212.99558447572,2019-09-09
1606,196212.99558447572,2019-09-10
1607,196212.99558447572,2019-09-11
1608,198346.05458269725,2019-09-12
1609,198346.05458269725,2019-09-12
1610,198346.05458269725,2019-09-13
1611,198346.05458269725,2019-09-16
1612,196824.50719817096,2019-09-17
1613,198759.79668688978,2019-09-18
1614,198759.79668688978,2019-09-18
1615,196741.27303156233,2019-09-19
1616,196924.60547241246,2019-09-20
1617,199073.6726288812,2019-09-23
1618,199073.6726288812,2019-09-23
1619,197018.93265313434,2019-09-24
1620,199418.5567898683,2019-09-25
1621,199418.5567898683,2019-09-25
1622,199418.5567898683,2019-09-26
1623,199418.5567898683,2019-09-27
1624,199418.5567898683,2019-09-30
1625,197430.13419515354,2019-10-01
1626,199706.6264227249,2019-10-02
1627,199706.6264227249,2019-10-02
1628,198254.85722597592,2019-10-03
1629,198254.85722597592,2019-10-04
1630,200324.69866497137,2019-10-07
1631,200324.69866497137,2019-10-07
1632,198808.46486381494,2019-10-08
1633,200760.11325038885,2019-10-09
1634,200760.11325038885,2019-10-09
1635,200760.11325038885,2019-10-10
1636,199227.1206904523,2019-10-11
1637,199478.0861671355,2019-10-14
1638,199211.47025042993,2019-10-15
1639,198986.51618990858,2019-10-16
1640,200762.6979208172,2019-10-17
1641,200762.6979208172,2019-10-17
1642,200762.6979208172,2019-10-18
1643,200762.6979208172,2019-10-21
1644,199242.41414689834,2019-10-22
1645,201119.84166362265,2019-10-23
1646,201119.84166362265,2019-10-23
1647,201119.84166362265,2019-10-24
1648,201119.84166362265,2019-10-25
1649,201119.84166362265,2019-10-28
1650,199255.6946966168,2019-10-29
1651,201316.79658693145,2019-10-30
1652,201316.79658693145,2019-10-30
1653,201316.79658693145,2019-10-31
1654,199643.3976167551,2019-11-01
1655,199643.3976167551,2019-11-04
1656,199643.3976167551,2019-11-05
1657,199643.3976167551,2019-11-06
1658,199643.3976167551,2019-11-07
1659,199643.3976167551,2019-11-08
1660,199643.3976167551,2019-11-11
1661,199667.14601523906,2019-11-12
1662,201706.24293530284,2019-11-13
1663,201706.24293530284,2019-11-13
1664,200142.85318801203,2019-11-14
1665,200142.85318801203,2019-11-15
1666,200142.85318801203,2019-11-18
1667,200142.85318801203,2019-11-19
1668,200142.85318801203,2019-11-20
1669,200142.85318801203,2019-11-21
1670,200142.85318801203,2019-11-22
1671,200142.85318801203,2019-11-25
1672,200142.85318801203,2019-11-26
1673,200142.85318801203,2019-11-27
1674,200142.85318801203,2019-11-29
1675,202066.90342354582,2019-12-02
1676,202066.90342354582,2019-12-02
1677,202066.90342354582,2019-12-03
