,cash,dates
1970,81024.0623937428,2021-09-15
1971,80938.30812741103,2021-09-16
1972,80938.30812741103,2021-09-17
1973,80938.30812741103,2021-09-20
1974,80938.30812741103,2021-09-21
1975,80938.30812741103,2021-09-22
1976,80938.30812741103,2021-09-23
1977,80938.30812741103,2021-09-24
1978,80938.30812741103,2021-09-27
1979,80938.30812741103,2021-09-28
1980,80938.30812741103,2021-09-29
1981,80230.53169233902,2021-09-30
1982,80230.53169233902,2021-09-30
1983,80073.88417711553,2021-10-01
1984,80073.88417711553,2021-10-04
1985,80073.88417711553,2021-10-05
1986,80073.88417711553,2021-10-06
1987,80073.88417711553,2021-10-07
1988,80073.88417711553,2021-10-08
1989,80073.88417711553,2021-10-11
1990,80073.88417711553,2021-10-12
1991,80073.88417711553,2021-10-13
1992,80073.88417711553,2021-10-14
1993,79648.66365490654,2021-10-15
1994,79648.66365490654,2021-10-18
1995,79648.66365490654,2021-10-19
1996,79648.66365490654,2021-10-20
1997,79648.66365490654,2021-10-21
1998,79648.66365490654,2021-10-22
1999,79648.66365490654,2021-10-25
2000,79648.66365490654,2021-10-26
2001,79648.66365490654,2021-10-27
2002,79648.66365490654,2021-10-28
2003,79270.68068357569,2021-10-29
2004,79270.68068357569,2021-11-01
2005,88393.06118357569,2021-11-02
2006,88393.06118357569,2021-11-03
2007,88393.06118357569,2021-11-04
2008,88393.06118357569,2021-11-05
2009,88393.06118357569,2021-11-08
2010,88393.06118357569,2021-11-09
2011,88393.06118357569,2021-11-10
2012,88393.06118357569,2021-11-11
2013,88393.06118357569,2021-11-12
2014,88393.06118357569,2021-11-15
2015,88455.92558274373,2021-11-16
2016,88455.92558274373,2021-11-17
2017,88455.92558274373,2021-11-18
2018,88455.92558274373,2021-11-19
2019,88455.92558274373,2021-11-22
2020,88455.92558274373,2021-11-23
2021,88455.92558274373,2021-11-24
2022,88455.92558274373,2021-11-26
2023,88455.92558274373,2021-11-29
2024,87429.97362858114,2021-11-30
2025,87429.97362858114,2021-12-01
2026,87429.97362858114,2021-12-02
2027,87429.97362858114,2021-12-03
2028,87429.97362858114,2021-12-06
2029,87429.97362858114,2021-12-07
2030,87429.97362858114,2021-12-08
2031,87429.97362858114,2021-12-09
2032,87429.97362858114,2021-12-10
2033,87429.97362858114,2021-12-13
2034,88366.90239147219,2021-12-14
2035,88366.90239147219,2021-12-15
2036,88366.90239147219,2021-12-16
2037,88366.90239147219,2021-12-17
2038,88366.90239147219,2021-12-20
2039,88366.90239147219,2021-12-21
2040,88366.90239147219,2021-12-22
2041,88366.90239147219,2021-12-23
2042,88366.90239147219,2021-12-27
2043,87540.21791187872,2021-12-28
2044,87540.21791187872,2021-12-29
2045,87540.21791187872,2021-12-30
2046,87540.21791187872,2021-12-31
2047,92264.82951187872,2022-01-03
2048,92264.82951187872,2022-01-03
2049,92751.8401036482,2022-01-04
2050,92751.8401036482,2022-01-05
2051,92751.8401036482,2022-01-06
2052,92751.8401036482,2022-01-07
2053,92751.8401036482,2022-01-10
2054,92751.8401036482,2022-01-11
2055,92751.8401036482,2022-01-12
2056,92751.8401036482,2022-01-13
2057,92751.8401036482,2022-01-14
2058,92478.746157902,2022-01-18
2059,92478.746157902,2022-01-19
2060,92478.746157902,2022-01-20
2061,92478.746157902,2022-01-21
2062,92478.746157902,2022-01-24
2063,92478.746157902,2022-01-25
2064,92478.746157902,2022-01-26
2065,92478.746157902,2022-01-27
2066,92478.746157902,2022-01-28
